rating,date,variation,verified_reviews,feedback,lower_text,rem_numbers,no_punct,tokens,rem_stopwords,lemmatized
5,30-Jul-18,Black  Dot,Love it!,Positive,love it!,love it!,love it,"['love', 'it']",['love'],['love']
5,30-Jul-18,Black  Dot,I'm addicted to this thing.,Positive,i'm addicted to this thing.,i'm addicted to this thing.,im addicted to this thing,"['im', 'addicted', 'to', 'this', 'thing']","['im', 'addicted', 'thing']","['im', 'addict', 'thing']"
4,30-Jul-18,Black  Dot,I love my Dot and am hoping to add a couple more around the apartment. The only reason I didn't give it 5 stars is because I wish the speaker would be just a little better. I know Amazon probably wanted to keep costs down for this item but I really like to play music around the apartment when I am busy doing things so if they would have added a speaker with just a little more wattage and bass response they would have something great to put in the bathroom or kitchen where there might not be a lot of space for a full sized Echo. I would have been willing to pay 10 to 20 dollars more if it had a better speaker. Oh well it is what it is and I still love it. I'm just going to have to find a Bluetooth speaker that sounds good but doesn't take up a whole lot of space.,Positive,i love my dot and am hoping to add a couple more around the apartment. the only reason i didn't give it 5 stars is because i wish the speaker would be just a little better. i know amazon probably wanted to keep costs down for this item but i really like to play music around the apartment when i am busy doing things so if they would have added a speaker with just a little more wattage and bass response they would have something great to put in the bathroom or kitchen where there might not be a lot of space for a full sized echo. i would have been willing to pay 10 to 20 dollars more if it had a better speaker. oh well it is what it is and i still love it. i'm just going to have to find a bluetooth speaker that sounds good but doesn't take up a whole lot of space.,i love my dot and am hoping to add a couple more around the apartment. the only reason i didn't give it  stars is because i wish the speaker would be just a little better. i know amazon probably wanted to keep costs down for this item but i really like to play music around the apartment when i am busy doing things so if they would have added a speaker with just a little more wattage and bass response they would have something great to put in the bathroom or kitchen where there might not be a lot of space for a full sized echo. i would have been willing to pay  to  dollars more if it had a better speaker. oh well it is what it is and i still love it. i'm just going to have to find a bluetooth speaker that sounds good but doesn't take up a whole lot of space.,i love my dot and am hoping to add a couple more around the apartment the only reason i didnt give it  stars is because i wish the speaker would be just a little better i know amazon probably wanted to keep costs down for this item but i really like to play music around the apartment when i am busy doing things so if they would have added a speaker with just a little more wattage and bass response they would have something great to put in the bathroom or kitchen where there might not be a lot of space for a full sized echo i would have been willing to pay  to  dollars more if it had a better speaker oh well it is what it is and i still love it im just going to have to find a bluetooth speaker that sounds good but doesnt take up a whole lot of space,"['i', 'love', 'my', 'dot', 'and', 'am', 'hoping', 'to', 'add', 'a', 'couple', 'more', 'around', 'the', 'apartment', 'the', 'only', 'reason', 'i', 'didnt', 'give', 'it', 'stars', 'is', 'because', 'i', 'wish', 'the', 'speaker', 'would', 'be', 'just', 'a', 'little', 'better', 'i', 'know', 'amazon', 'probably', 'wanted', 'to', 'keep', 'costs', 'down', 'for', 'this', 'item', 'but', 'i', 'really', 'like', 'to', 'play', 'music', 'around', 'the', 'apartment', 'when', 'i', 'am', 'busy', 'doing', 'things', 'so', 'if', 'they', 'would', 'have', 'added', 'a', 'speaker', 'with', 'just', 'a', 'little', 'more', 'wattage', 'and', 'bass', 'response', 'they', 'would', 'have', 'something', 'great', 'to', 'put', 'in', 'the', 'bathroom', 'or', 'kitchen', 'where', 'there', 'might', 'not', 'be', 'a', 'lot', 'of', 'space', 'for', 'a', 'full', 'sized', 'echo', 'i', 'would', 'have', 'been', 'willing', 'to', 'pay', 'to', 'dollars', 'more', 'if', 'it', 'had', 'a', 'better', 'speaker', 'oh', 'well', 'it', 'is', 'what', 'it', 'is', 'and', 'i', 'still', 'love', 'it', 'im', 'just', 'going', 'to', 'have', 'to', 'find', 'a', 'bluetooth', 'speaker', 'that', 'sounds', 'good', 'but', 'doesnt', 'take', 'up', 'a', 'whole', 'lot', 'of', 'space']","['love', 'dot', 'hoping', 'add', 'couple', 'around', 'apartment', 'reason', 'didnt', 'give', 'stars', 'wish', 'speaker', 'would', 'little', 'better', 'know', 'amazon', 'probably', 'wanted', 'keep', 'costs', 'item', 'really', 'like', 'play', 'music', 'around', 'apartment', 'busy', 'things', 'would', 'added', 'speaker', 'little', 'wattage', 'bass', 'response', 'would', 'something', 'great', 'put', 'bathroom', 'kitchen', 'might', 'lot', 'space', 'full', 'sized', 'echo', 'would', 'willing', 'pay', 'dollars', 'better', 'speaker', 'oh', 'well', 'still', 'love', 'im', 'going', 'find', 'bluetooth', 'speaker', 'sounds', 'good', 'doesnt', 'take', 'whole', 'lot', 'space']","['love', 'dot', 'hop', 'add', 'couple', 'around', 'apartment', 'reason', 'didnt', 'give', 'star', 'wish', 'speaker', 'would', 'little', 'well', 'know', 'amazon', 'probably', 'want', 'keep', 'cost', 'item', 'really', 'like', 'play', 'music', 'around', 'apartment', 'busy', 'thing', 'would', 'add', 'speaker', 'little', 'wattage', 'bass', 'response', 'would', 'something', 'great', 'put', 'bathroom', 'kitchen', 'might', 'lot', 'space', 'full', 'size', 'echo', 'would', 'willing', 'pay', 'dollar', 'well', 'speaker', 'oh', 'well', 'still', 'love', 'im', 'go', 'find', 'bluetooth', 'speaker', 'sound', 'good', 'doesnt', 'take', 'whole', 'lot', 'space']"
5,30-Jul-18,Black  Dot,So far all.i can say is I love it,Positive,so far all.i can say is i love it,so far all.i can say is i love it,so far alli can say is i love it,"['so', 'far', 'alli', 'can', 'say', 'is', 'i', 'love', 'it']","['far', 'alli', 'say', 'love']","['far', 'alli', 'say', 'love']"
5,30-Jul-18,Black  Dot,"Love my dots.  Easy to use.  I have two plus the Echo Spot.  One of my favorite features is the ability to listen to music ... AMAZON, IHeart Radio, Pandora.",Positive,"love my dots.  easy to use.  i have two plus the echo spot.  one of my favorite features is the ability to listen to music ... amazon, iheart radio, pandora.","love my dots.  easy to use.  i have two plus the echo spot.  one of my favorite features is the ability to listen to music ... amazon, iheart radio, pandora.",love my dots  easy to use  i have two plus the echo spot  one of my favorite features is the ability to listen to music  amazon iheart radio pandora,"['love', 'my', 'dots', 'easy', 'to', 'use', 'i', 'have', 'two', 'plus', 'the', 'echo', 'spot', 'one', 'of', 'my', 'favorite', 'features', 'is', 'the', 'ability', 'to', 'listen', 'to', 'music', 'amazon', 'iheart', 'radio', 'pandora']","['love', 'dots', 'easy', 'use', 'two', 'plus', 'echo', 'spot', 'one', 'favorite', 'features', 'ability', 'listen', 'music', 'amazon', 'iheart', 'radio', 'pandora']","['love', 'dot', 'easy', 'use', 'two', 'plus', 'echo', 'spot', 'one', 'favorite', 'feature', 'ability', 'listen', 'music', 'amazon', 'iheart', 'radio', 'pandora']"
5,30-Jul-18,White  Dot,Great to play music throughout the house. Great and easily fits in my decor of my home,Positive,great to play music throughout the house. great and easily fits in my decor of my home,great to play music throughout the house. great and easily fits in my decor of my home,great to play music throughout the house great and easily fits in my decor of my home,"['great', 'to', 'play', 'music', 'throughout', 'the', 'house', 'great', 'and', 'easily', 'fits', 'in', 'my', 'decor', 'of', 'my', 'home']","['great', 'play', 'music', 'throughout', 'house', 'great', 'easily', 'fits', 'decor', 'home']","['great', 'play', 'music', 'throughout', 'house', 'great', 'easily', 'fit', 'decor', 'home']"
5,30-Jul-18,White  Dot,"I'm obsessed with Alexa. She tells me the weather every morning, she can play games (we love the guess the song one!) and the one we have upstairs can turn off our TV downstairs which is so cool because why walk down the stairs if Alexa will do it for you????",Positive,"i'm obsessed with alexa. she tells me the weather every morning, she can play games (we love the guess the song one!) and the one we have upstairs can turn off our tv downstairs which is so cool because why walk down the stairs if alexa will do it for you????","i'm obsessed with alexa. she tells me the weather every morning, she can play games (we love the guess the song one!) and the one we have upstairs can turn off our tv downstairs which is so cool because why walk down the stairs if alexa will do it for you????",im obsessed with alexa she tells me the weather every morning she can play games we love the guess the song one and the one we have upstairs can turn off our tv downstairs which is so cool because why walk down the stairs if alexa will do it for you,"['im', 'obsessed', 'with', 'alexa', 'she', 'tells', 'me', 'the', 'weather', 'every', 'morning', 'she', 'can', 'play', 'games', 'we', 'love', 'the', 'guess', 'the', 'song', 'one', 'and', 'the', 'one', 'we', 'have', 'upstairs', 'can', 'turn', 'off', 'our', 'tv', 'downstairs', 'which', 'is', 'so', 'cool', 'because', 'why', 'walk', 'down', 'the', 'stairs', 'if', 'alexa', 'will', 'do', 'it', 'for', 'you']","['im', 'obsessed', 'alexa', 'tells', 'weather', 'every', 'morning', 'play', 'games', 'love', 'guess', 'song', 'one', 'one', 'upstairs', 'turn', 'tv', 'downstairs', 'cool', 'walk', 'stairs', 'alexa']","['im', 'obsess', 'alexa', 'tell', 'weather', 'every', 'morning', 'play', 'game', 'love', 'guess', 'song', 'one', 'one', 'upstairs', 'turn', 'tv', 'downstairs', 'cool', 'walk', 'stair', 'alexa']"
3,30-Jul-18,White  Dot,Works well. Just disappointed with the speaker quality. But hooked it up to old computer speakers.,Positive,works well. just disappointed with the speaker quality. but hooked it up to old computer speakers.,works well. just disappointed with the speaker quality. but hooked it up to old computer speakers.,works well just disappointed with the speaker quality but hooked it up to old computer speakers,"['works', 'well', 'just', 'disappointed', 'with', 'the', 'speaker', 'quality', 'but', 'hooked', 'it', 'up', 'to', 'old', 'computer', 'speakers']","['works', 'well', 'disappointed', 'speaker', 'quality', 'hooked', 'old', 'computer', 'speakers']","['work', 'well', 'disappointed', 'speaker', 'quality', 'hooked', 'old', 'computer', 'speaker']"
5,30-Jul-18,Black  Dot,"Easy setup, easy use, work with other smart products, always learning what it can do",Positive,"easy setup, easy use, work with other smart products, always learning what it can do","easy setup, easy use, work with other smart products, always learning what it can do",easy setup easy use work with other smart products always learning what it can do,"['easy', 'setup', 'easy', 'use', 'work', 'with', 'other', 'smart', 'products', 'always', 'learning', 'what', 'it', 'can', 'do']","['easy', 'setup', 'easy', 'use', 'work', 'smart', 'products', 'always', 'learning']","['easy', 'setup', 'easy', 'use', 'work', 'smart', 'product', 'always', 'learn']"
5,30-Jul-18,White  Dot,We have so much fun with this!  So easy to use that even my four year old loves talking to Alexa!!,Positive,we have so much fun with this!  so easy to use that even my four year old loves talking to alexa!!,we have so much fun with this!  so easy to use that even my four year old loves talking to alexa!!,we have so much fun with this  so easy to use that even my four year old loves talking to alexa,"['we', 'have', 'so', 'much', 'fun', 'with', 'this', 'so', 'easy', 'to', 'use', 'that', 'even', 'my', 'four', 'year', 'old', 'loves', 'talking', 'to', 'alexa']","['much', 'fun', 'easy', 'use', 'even', 'four', 'year', 'old', 'loves', 'talking', 'alexa']","['much', 'fun', 'easy', 'use', 'even', 'four', 'year', 'old', 'love', 'talk', 'alexa']"
5,30-Jul-18,Black  Dot,"I love my new Echo Dot! Right now, I mainly use it to play music at night, but it gets the job done.",Positive,"i love my new echo dot! right now, i mainly use it to play music at night, but it gets the job done.","i love my new echo dot! right now, i mainly use it to play music at night, but it gets the job done.",i love my new echo dot right now i mainly use it to play music at night but it gets the job done,"['i', 'love', 'my', 'new', 'echo', 'dot', 'right', 'now', 'i', 'mainly', 'use', 'it', 'to', 'play', 'music', 'at', 'night', 'but', 'it', 'gets', 'the', 'job', 'done']","['love', 'new', 'echo', 'dot', 'right', 'mainly', 'use', 'play', 'music', 'night', 'gets', 'job', 'done']","['love', 'new', 'echo', 'dot', 'right', 'mainly', 'use', 'play', 'music', 'night', 'get', 'job', 'do']"
5,30-Jul-18,Black  Dot,"We love this thing! I wish I would have gotten it sooner. You will certainly want to go through the settings and lock it down if you have kids, but it is a great additional for even unexpected things like helping the kids with homework. There are loads of skills. I am very happy with this purchase, especially since I got it on prime day for almost half price.",Positive,"we love this thing! i wish i would have gotten it sooner. you will certainly want to go through the settings and lock it down if you have kids, but it is a great additional for even unexpected things like helping the kids with homework. there are loads of skills. i am very happy with this purchase, especially since i got it on prime day for almost half price.","we love this thing! i wish i would have gotten it sooner. you will certainly want to go through the settings and lock it down if you have kids, but it is a great additional for even unexpected things like helping the kids with homework. there are loads of skills. i am very happy with this purchase, especially since i got it on prime day for almost half price.",we love this thing i wish i would have gotten it sooner you will certainly want to go through the settings and lock it down if you have kids but it is a great additional for even unexpected things like helping the kids with homework there are loads of skills i am very happy with this purchase especially since i got it on prime day for almost half price,"['we', 'love', 'this', 'thing', 'i', 'wish', 'i', 'would', 'have', 'gotten', 'it', 'sooner', 'you', 'will', 'certainly', 'want', 'to', 'go', 'through', 'the', 'settings', 'and', 'lock', 'it', 'down', 'if', 'you', 'have', 'kids', 'but', 'it', 'is', 'a', 'great', 'additional', 'for', 'even', 'unexpected', 'things', 'like', 'helping', 'the', 'kids', 'with', 'homework', 'there', 'are', 'loads', 'of', 'skills', 'i', 'am', 'very', 'happy', 'with', 'this', 'purchase', 'especially', 'since', 'i', 'got', 'it', 'on', 'prime', 'day', 'for', 'almost', 'half', 'price']","['love', 'thing', 'wish', 'would', 'gotten', 'sooner', 'certainly', 'want', 'go', 'settings', 'lock', 'kids', 'great', 'additional', 'even', 'unexpected', 'things', 'like', 'helping', 'kids', 'homework', 'loads', 'skills', 'happy', 'purchase', 'especially', 'since', 'got', 'prime', 'day', 'almost', 'half', 'price']","['love', 'thing', 'wish', 'would', 'gotten', 'sooner', 'certainly', 'want', 'go', 'setting', 'lock', 'kid', 'great', 'additional', 'even', 'unexpected', 'thing', 'like', 'help', 'kid', 'homework', 'load', 'skill', 'happy', 'purchase', 'especially', 'since', 'get', 'prime', 'day', 'almost', 'half', 'price']"
5,30-Jul-18,White  Dot,Super easy to hook up and program. I use the music feature the most but I love how I can set reminders from my phone and my Echo will remind me at the set time. It’s great for my news updates too!,Positive,super easy to hook up and program. i use the music feature the most but i love how i can set reminders from my phone and my echo will remind me at the set time. it’s great for my news updates too!,super easy to hook up and program. i use the music feature the most but i love how i can set reminders from my phone and my echo will remind me at the set time. it’s great for my news updates too!,super easy to hook up and program i use the music feature the most but i love how i can set reminders from my phone and my echo will remind me at the set time it’s great for my news updates too,"['super', 'easy', 'to', 'hook', 'up', 'and', 'program', 'i', 'use', 'the', 'music', 'feature', 'the', 'most', 'but', 'i', 'love', 'how', 'i', 'can', 'set', 'reminders', 'from', 'my', 'phone', 'and', 'my', 'echo', 'will', 'remind', 'me', 'at', 'the', 'set', 'time', 'it', '’', 's', 'great', 'for', 'my', 'news', 'updates', 'too']","['super', 'easy', 'hook', 'program', 'use', 'music', 'feature', 'love', 'set', 'reminders', 'phone', 'echo', 'remind', 'set', 'time', '’', 'great', 'news', 'updates']","['super', 'easy', 'hook', 'program', 'use', 'music', 'feature', 'love', 'set', 'reminder', 'phone', 'echo', 'remind', 'set', 'time', '’', 'great', 'news', 'update']"
5,30-Jul-18,Black  Dot,It works just like my other Dots.,Positive,it works just like my other dots.,it works just like my other dots.,it works just like my other dots,"['it', 'works', 'just', 'like', 'my', 'other', 'dots']","['works', 'like', 'dots']","['work', 'like', 'dot']"
5,30-Jul-18,Black  Dot,Set up was simple. It recognizes my voice well. It seams very intuitive. I am enjoying its ease of use.,Positive,set up was simple. it recognizes my voice well. it seams very intuitive. i am enjoying its ease of use.,set up was simple. it recognizes my voice well. it seams very intuitive. i am enjoying its ease of use.,set up was simple it recognizes my voice well it seams very intuitive i am enjoying its ease of use,"['set', 'up', 'was', 'simple', 'it', 'recognizes', 'my', 'voice', 'well', 'it', 'seams', 'very', 'intuitive', 'i', 'am', 'enjoying', 'its', 'ease', 'of', 'use']","['set', 'simple', 'recognizes', 'voice', 'well', 'seams', 'intuitive', 'enjoying', 'ease', 'use']","['set', 'simple', 'recognizes', 'voice', 'well', 'seam', 'intuitive', 'enjoy', 'ease', 'use']"
2,30-Jul-18,Black  Dot,The only negative we have on this product is the terrible sound quality.  A massive difference from the Alexa.  Which to us was a big reason we wanted to purchase this.Won’t be buying another until the speaker and sound quality can improve.,Negative,the only negative we have on this product is the terrible sound quality.  a massive difference from the alexa.  which to us was a big reason we wanted to purchase this.won’t be buying another until the speaker and sound quality can improve.,the only negative we have on this product is the terrible sound quality.  a massive difference from the alexa.  which to us was a big reason we wanted to purchase this.won’t be buying another until the speaker and sound quality can improve.,the only negative we have on this product is the terrible sound quality  a massive difference from the alexa  which to us was a big reason we wanted to purchase thiswon’t be buying another until the speaker and sound quality can improve,"['the', 'only', 'negative', 'we', 'have', 'on', 'this', 'product', 'is', 'the', 'terrible', 'sound', 'quality', 'a', 'massive', 'difference', 'from', 'the', 'alexa', 'which', 'to', 'us', 'was', 'a', 'big', 'reason', 'we', 'wanted', 'to', 'purchase', 'thiswon', '’', 't', 'be', 'buying', 'another', 'until', 'the', 'speaker', 'and', 'sound', 'quality', 'can', 'improve']","['negative', 'product', 'terrible', 'sound', 'quality', 'massive', 'difference', 'alexa', 'us', 'big', 'reason', 'wanted', 'purchase', 'thiswon', '’', 'buying', 'another', 'speaker', 'sound', 'quality', 'improve']","['negative', 'product', 'terrible', 'sound', 'quality', 'massive', 'difference', 'alexa', 'u', 'big', 'reason', 'want', 'purchase', 'thiswon', '’', 'buying', 'another', 'speaker', 'sound', 'quality', 'improve']"
3,30-Jul-18,White  Dot,I was hoping the cord was white also. Otherwise it is fine.,Positive,i was hoping the cord was white also. otherwise it is fine.,i was hoping the cord was white also. otherwise it is fine.,i was hoping the cord was white also otherwise it is fine,"['i', 'was', 'hoping', 'the', 'cord', 'was', 'white', 'also', 'otherwise', 'it', 'is', 'fine']","['hoping', 'cord', 'white', 'also', 'otherwise', 'fine']","['hop', 'cord', 'white', 'also', 'otherwise', 'fine']"
5,30-Jul-18,White  Dot,"I like that she has the ability to do multiple different things like create a to do list, set and alarm, play any song I can think of and much more. I wish the sound could be a tad louder.",Positive,"i like that she has the ability to do multiple different things like create a to do list, set and alarm, play any song i can think of and much more. i wish the sound could be a tad louder.","i like that she has the ability to do multiple different things like create a to do list, set and alarm, play any song i can think of and much more. i wish the sound could be a tad louder.",i like that she has the ability to do multiple different things like create a to do list set and alarm play any song i can think of and much more i wish the sound could be a tad louder,"['i', 'like', 'that', 'she', 'has', 'the', 'ability', 'to', 'do', 'multiple', 'different', 'things', 'like', 'create', 'a', 'to', 'do', 'list', 'set', 'and', 'alarm', 'play', 'any', 'song', 'i', 'can', 'think', 'of', 'and', 'much', 'more', 'i', 'wish', 'the', 'sound', 'could', 'be', 'a', 'tad', 'louder']","['like', 'ability', 'multiple', 'different', 'things', 'like', 'create', 'list', 'set', 'alarm', 'play', 'song', 'think', 'much', 'wish', 'sound', 'could', 'tad', 'louder']","['like', 'ability', 'multiple', 'different', 'thing', 'like', 'create', 'list', 'set', 'alarm', 'play', 'song', 'think', 'much', 'wish', 'sound', 'could', 'tad', 'louder']"
5,30-Jul-18,Black  Dot,"Too soon, I'm still learning what I can do with it.",Positive,"too soon, i'm still learning what i can do with it.","too soon, i'm still learning what i can do with it.",too soon im still learning what i can do with it,"['too', 'soon', 'im', 'still', 'learning', 'what', 'i', 'can', 'do', 'with', 'it']","['soon', 'im', 'still', 'learning']","['soon', 'im', 'still', 'learn']"
4,30-Jul-18,Black  Dot,Enjoying it and still learning all the commands.  Ran into one frustrating issue.  It was not user friendly when trying to set up voice recognition for a household.,Positive,enjoying it and still learning all the commands.  ran into one frustrating issue.  it was not user friendly when trying to set up voice recognition for a household.,enjoying it and still learning all the commands.  ran into one frustrating issue.  it was not user friendly when trying to set up voice recognition for a household.,enjoying it and still learning all the commands  ran into one frustrating issue  it was not user friendly when trying to set up voice recognition for a household,"['enjoying', 'it', 'and', 'still', 'learning', 'all', 'the', 'commands', 'ran', 'into', 'one', 'frustrating', 'issue', 'it', 'was', 'not', 'user', 'friendly', 'when', 'trying', 'to', 'set', 'up', 'voice', 'recognition', 'for', 'a', 'household']","['enjoying', 'still', 'learning', 'commands', 'ran', 'one', 'frustrating', 'issue', 'user', 'friendly', 'trying', 'set', 'voice', 'recognition', 'household']","['enjoy', 'still', 'learn', 'command', 'ran', 'one', 'frustrate', 'issue', 'user', 'friendly', 'try', 'set', 'voice', 'recognition', 'household']"
5,30-Jul-18,Black  Dot,I love the option where u can play music everywhere in the house when you have multiple devices,Positive,i love the option where u can play music everywhere in the house when you have multiple devices,i love the option where u can play music everywhere in the house when you have multiple devices,i love the option where u can play music everywhere in the house when you have multiple devices,"['i', 'love', 'the', 'option', 'where', 'u', 'can', 'play', 'music', 'everywhere', 'in', 'the', 'house', 'when', 'you', 'have', 'multiple', 'devices']","['love', 'option', 'u', 'play', 'music', 'everywhere', 'house', 'multiple', 'devices']","['love', 'option', 'u', 'play', 'music', 'everywhere', 'house', 'multiple', 'device']"
5,30-Jul-18,Black  Dot,Works great!,Positive,works great!,works great!,works great,"['works', 'great']","['works', 'great']","['work', 'great']"
4,30-Jul-18,White  Dot,I like almost everything,Positive,i like almost everything,i like almost everything,i like almost everything,"['i', 'like', 'almost', 'everything']","['like', 'almost', 'everything']","['like', 'almost', 'everything']"
5,30-Jul-18,Black  Dot,"AMAZING. It has helped me become better organized, gives me traffic updates, weather updates, and helps me maintain a good, fast morning routine.",Positive,"amazing. it has helped me become better organized, gives me traffic updates, weather updates, and helps me maintain a good, fast morning routine.","amazing. it has helped me become better organized, gives me traffic updates, weather updates, and helps me maintain a good, fast morning routine.",amazing it has helped me become better organized gives me traffic updates weather updates and helps me maintain a good fast morning routine,"['amazing', 'it', 'has', 'helped', 'me', 'become', 'better', 'organized', 'gives', 'me', 'traffic', 'updates', 'weather', 'updates', 'and', 'helps', 'me', 'maintain', 'a', 'good', 'fast', 'morning', 'routine']","['amazing', 'helped', 'become', 'better', 'organized', 'gives', 'traffic', 'updates', 'weather', 'updates', 'helps', 'maintain', 'good', 'fast', 'morning', 'routine']","['amaze', 'help', 'become', 'well', 'organize', 'give', 'traffic', 'update', 'weather', 'update', 'help', 'maintain', 'good', 'fast', 'morning', 'routine']"
4,30-Jul-18,Black  Dot,"My kids love Alexa... Skills are amazing, would like to see her get a little smarter answering basic questions",Positive,"my kids love alexa... skills are amazing, would like to see her get a little smarter answering basic questions","my kids love alexa... skills are amazing, would like to see her get a little smarter answering basic questions",my kids love alexa skills are amazing would like to see her get a little smarter answering basic questions,"['my', 'kids', 'love', 'alexa', 'skills', 'are', 'amazing', 'would', 'like', 'to', 'see', 'her', 'get', 'a', 'little', 'smarter', 'answering', 'basic', 'questions']","['kids', 'love', 'alexa', 'skills', 'amazing', 'would', 'like', 'see', 'get', 'little', 'smarter', 'answering', 'basic', 'questions']","['kid', 'love', 'alexa', 'skill', 'amaze', 'would', 'like', 'see', 'get', 'little', 'smarter', 'answer', 'basic', 'question']"
5,30-Jul-18,White  Dot,Great. Definitely gets a little old after a while but for $30 I can't really regret it at all. Love having it hooked up to my speakers via bluetooth and waking up to The Smiths.,Positive,great. definitely gets a little old after a while but for $30 i can't really regret it at all. love having it hooked up to my speakers via bluetooth and waking up to the smiths.,great. definitely gets a little old after a while but for $ i can't really regret it at all. love having it hooked up to my speakers via bluetooth and waking up to the smiths.,great definitely gets a little old after a while but for  i cant really regret it at all love having it hooked up to my speakers via bluetooth and waking up to the smiths,"['great', 'definitely', 'gets', 'a', 'little', 'old', 'after', 'a', 'while', 'but', 'for', 'i', 'cant', 'really', 'regret', 'it', 'at', 'all', 'love', 'having', 'it', 'hooked', 'up', 'to', 'my', 'speakers', 'via', 'bluetooth', 'and', 'waking', 'up', 'to', 'the', 'smiths']","['great', 'definitely', 'gets', 'little', 'old', 'cant', 'really', 'regret', 'love', 'hooked', 'speakers', 'via', 'bluetooth', 'waking', 'smiths']","['great', 'definitely', 'get', 'little', 'old', 'cant', 'really', 'regret', 'love', 'hooked', 'speaker', 'via', 'bluetooth', 'wake', 'smith']"
5,30-Jul-18,Black  Dot,Love it. Added it to an upstairs bedroom,Positive,love it. added it to an upstairs bedroom,love it. added it to an upstairs bedroom,love it added it to an upstairs bedroom,"['love', 'it', 'added', 'it', 'to', 'an', 'upstairs', 'bedroom']","['love', 'added', 'upstairs', 'bedroom']","['love', 'add', 'upstairs', 'bedroom']"
5,30-Jul-18,White  Dot,Got to love Alexa she does everything around our house,Positive,got to love alexa she does everything around our house,got to love alexa she does everything around our house,got to love alexa she does everything around our house,"['got', 'to', 'love', 'alexa', 'she', 'does', 'everything', 'around', 'our', 'house']","['got', 'love', 'alexa', 'everything', 'around', 'house']","['get', 'love', 'alexa', 'everything', 'around', 'house']"
5,30-Jul-18,Black  Dot,Works great and easy to set up!,Positive,works great and easy to set up!,works great and easy to set up!,works great and easy to set up,"['works', 'great', 'and', 'easy', 'to', 'set', 'up']","['works', 'great', 'easy', 'set']","['work', 'great', 'easy', 'set']"
5,30-Jul-18,Black  Dot,My 3rd echo device. Very easy to set up. Works perfectly.,Positive,my 3rd echo device. very easy to set up. works perfectly.,my rd echo device. very easy to set up. works perfectly.,my rd echo device very easy to set up works perfectly,"['my', 'rd', 'echo', 'device', 'very', 'easy', 'to', 'set', 'up', 'works', 'perfectly']","['rd', 'echo', 'device', 'easy', 'set', 'works', 'perfectly']","['rd', 'echo', 'device', 'easy', 'set', 'work', 'perfectly']"
5,30-Jul-18,Black  Dot,Easy to set up and start using.. works as advertised.,Positive,easy to set up and start using.. works as advertised.,easy to set up and start using.. works as advertised.,easy to set up and start using works as advertised,"['easy', 'to', 'set', 'up', 'and', 'start', 'using', 'works', 'as', 'advertised']","['easy', 'set', 'start', 'using', 'works', 'advertised']","['easy', 'set', 'start', 'use', 'work', 'advertised']"
5,30-Jul-18,Black  Dot, ,Positive, , , ,[],[],[]
5,30-Jul-18,Black  Dot,Love our little dot. I don’t know what the original larger Alexa can do that the dot cannot do but we are pleased with our dots capabilities.,Positive,love our little dot. i don’t know what the original larger alexa can do that the dot cannot do but we are pleased with our dots capabilities.,love our little dot. i don’t know what the original larger alexa can do that the dot cannot do but we are pleased with our dots capabilities.,love our little dot i don’t know what the original larger alexa can do that the dot cannot do but we are pleased with our dots capabilities,"['love', 'our', 'little', 'dot', 'i', 'don', '’', 't', 'know', 'what', 'the', 'original', 'larger', 'alexa', 'can', 'do', 'that', 'the', 'dot', 'can', 'not', 'do', 'but', 'we', 'are', 'pleased', 'with', 'our', 'dots', 'capabilities']","['love', 'little', 'dot', '’', 'know', 'original', 'larger', 'alexa', 'dot', 'pleased', 'dots', 'capabilities']","['love', 'little', 'dot', '’', 'know', 'original', 'large', 'alexa', 'dot', 'pleased', 'dot', 'capability']"
5,30-Jul-18,White  Dot,Really like it,Positive,really like it,really like it,really like it,"['really', 'like', 'it']","['really', 'like']","['really', 'like']"
5,30-Jul-18,White  Dot,"Works as expected. This is our fourth one, our son loves it in his room. Easy to set an alarm and he can play music through it.",Positive,"works as expected. this is our fourth one, our son loves it in his room. easy to set an alarm and he can play music through it.","works as expected. this is our fourth one, our son loves it in his room. easy to set an alarm and he can play music through it.",works as expected this is our fourth one our son loves it in his room easy to set an alarm and he can play music through it,"['works', 'as', 'expected', 'this', 'is', 'our', 'fourth', 'one', 'our', 'son', 'loves', 'it', 'in', 'his', 'room', 'easy', 'to', 'set', 'an', 'alarm', 'and', 'he', 'can', 'play', 'music', 'through', 'it']","['works', 'expected', 'fourth', 'one', 'son', 'loves', 'room', 'easy', 'set', 'alarm', 'play', 'music']","['work', 'expect', 'fourth', 'one', 'son', 'love', 'room', 'easy', 'set', 'alarm', 'play', 'music']"
5,30-Jul-18,Black  Dot,Love it,Positive,love it,love it,love it,"['love', 'it']",['love'],['love']
5,30-Jul-18,Black  Dot,Dislike the volume. It does not sound loud enough.,Positive,dislike the volume. it does not sound loud enough.,dislike the volume. it does not sound loud enough.,dislike the volume it does not sound loud enough,"['dislike', 'the', 'volume', 'it', 'does', 'not', 'sound', 'loud', 'enough']","['dislike', 'volume', 'sound', 'loud', 'enough']","['dislike', 'volume', 'sound', 'loud', 'enough']"
